ID,MONTHS_BALANCE,STATUS,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5067520,-28,X,F,N,Y,0,675000.0,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,2.0
5086013,-5,X,F,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,2.0
5149389,-4,0,F,N,N,0,247500.0,Commercial associate,Higher education,Single / not married,With parents,-8559,-382,1,0,0,0,,1.0
5038542,-6,C,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9479,-1143,1,0,0,0,Laborers,2.0
5106031,-24,C,F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,-13985,-2341,1,0,0,0,Sales staff,4.0
5125998,-8,C,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21911,-744,1,1,1,0,,2.0
5009192,-18,C,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0
5054162,-2,C,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13902,-1703,1,1,0,0,High skill tech staff,2.0
5112889,-30,C,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19366,-432,1,0,0,0,Managers,2.0
5089350,-37,C,F,N,N,0,121500.0,State servant,Higher education,Married,House / apartment,-22014,-5239,1,1,0,0,Accountants,2.0
5090152,-14,C,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-14496,-4206,1,0,0,0,Medicine staff,3.0
5149596,-25,C,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-12289,-1812,1,0,1,0,Core staff,2.0
5114538,-31,C,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,-10794,-4029,1,0,0,1,Laborers,2.0
5090563,-13,X,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19748,-743,1,1,0,1,,2.0
5149963,-40,0,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0
5009341,-35,C,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2.0
5061371,-35,C,F,N,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17068,-8325,1,0,0,0,Laborers,2.0
5023224,-13,C,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20737,365243,1,0,0,0,,2.0
5105433,-4,C,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14358,-2317,1,0,0,0,,4.0
5126138,-57,0,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,1,0,0,0,Laborers,4.0
5116780,-7,C,M,Y,Y,0,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13427,-5237,1,1,0,0,,2.0
5038711,-15,C,F,N,Y,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,-22246,-14536,1,0,0,0,High skill tech staff,2.0
5143162,-31,0,F,Y,N,0,652500.0,Working,Higher education,Single / not married,House / apartment,-19137,-349,1,1,1,1,Managers,1.0
5113890,0,C,M,Y,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-19340,-4089,1,1,0,1,Security staff,2.0
5135785,-35,C,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-23844,-2147,1,0,1,0,Accountants,2.0
5024220,-27,X,F,Y,Y,0,540000.0,Commercial associate,Higher education,Married,House / apartment,-15702,-185,1,0,1,0,,2.0
5078799,-58,X,F,N,Y,0,274500.0,Working,Higher education,Civil marriage,House / apartment,-19808,-390,1,1,0,0,,2.0
5104997,-31,X,M,Y,Y,1,216000.0,Working,Secondary / secondary special,Married,Rented apartment,-17051,-1457,1,0,0,0,Laborers,3.0
5105373,-45,C,M,Y,Y,1,324000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-11523,-2522,1,0,1,0,Managers,3.0
5096262,-11,C,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15692,-9136,1,1,1,0,,3.0
5037161,-36,X,M,Y,Y,1,171000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14399,-6122,1,0,0,0,Managers,3.0
5146143,-39,C,M,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-18553,-4084,1,0,0,0,Managers,2.0
5028395,-21,X,F,N,N,0,202500.0,Commercial associate,Higher education,Married,Municipal apartment,-13899,-4709,1,0,0,0,,2.0
5085880,0,0,F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-18018,-11157,1,0,0,0,Private service staff,2.0
5065355,-17,C,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21199,-5069,1,0,0,1,Managers,2.0
5126508,-14,0,F,N,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19087,-5828,1,1,1,0,Security staff,1.0
5048560,-12,C,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15927,-1039,1,0,0,0,Private service staff,1.0
5009830,-40,X,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,1,0,0,Sales staff,2.0
5068928,-1,0,F,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-9184,-840,1,1,1,0,Sales staff,2.0
5061247,-6,C,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,1,0,0,0,,2.0
5022436,-44,C,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21412,365243,1,0,0,0,,2.0
5140103,-5,X,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20627,-1285,1,0,0,0,Core staff,1.0
5069052,-17,0,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762,-2484,1,0,0,0,Laborers,2.0
5026170,-25,0,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-24166,365243,1,0,0,0,,2.0
5137477,-34,C,F,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-13549,-2877,1,0,1,0,Accountants,3.0
5100437,-1,C,F,N,N,4,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13015,-1375,1,1,1,0,,6.0
5149752,-44,X,F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0
5100050,-29,0,F,N,N,3,135000.0,Working,Incomplete higher,Married,Office apartment,-12544,-1131,1,1,0,0,Core staff,5.0
5010798,-25,C,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,2.0
5096313,-13,0,F,Y,N,0,81000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14157,-2349,1,0,0,0,Laborers,2.0
5009872,-2,C,M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-15144,-6400,1,1,0,0,Managers,4.0
5010661,-8,C,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5095611,-40,C,M,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10512,-523,1,0,0,0,,3.0
5047745,-30,C,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10086,-1679,1,0,0,0,Sales staff,4.0
5100300,-29,C,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20085,365243,1,0,1,0,,2.0
5033659,-4,0,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19103,-3670,1,0,0,0,Laborers,2.0
5100141,-25,C,F,N,Y,0,180000.0,State servant,Higher education,Single / not married,House / apartment,-17827,-3810,1,0,0,0,Managers,1.0
5118333,-32,X,F,Y,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15062,-2014,1,1,0,0,,3.0
5053855,-35,0,M,Y,Y,2,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10991,-637,1,0,0,0,Laborers,4.0
5099740,-10,0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-18939,-12179,1,0,0,0,Laborers,1.0
5137355,0,C,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17452,-3913,1,1,1,0,Drivers,2.0
5028296,-9,0,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-13914,-507,1,0,0,0,Laborers,1.0
5115615,-23,0,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20798,365243,1,0,1,0,,1.0
5112630,-21,0,F,N,Y,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,1,0,1,0,Managers,2.0
5033879,-26,X,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-17713,-718,1,1,1,0,Managers,2.0
5143280,-40,X,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-17991,-683,1,0,0,0,Sales staff,2.0
5009233,-21,0,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0
5148977,-43,0,F,Y,Y,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-18095,-10364,1,0,0,0,High skill tech staff,2.0
5010943,-40,C,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22828,365243,1,0,0,0,,2.0
5033491,-3,0,M,Y,N,0,405000.0,Commercial associate,Higher education,Married,Office apartment,-13631,-994,1,1,1,0,,2.0
5090649,-9,0,F,Y,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-15055,-5238,1,1,1,1,Managers,2.0
5139956,-10,X,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-11746,-401,1,1,1,0,Managers,2.0
5065454,-8,C,M,N,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17146,-5680,1,0,1,0,Laborers,2.0
5066891,-9,0,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,1,0,0,0,,4.0
5079172,-4,X,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22030,365243,1,0,0,0,,1.0
5028889,-17,C,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,1.0
5054733,-21,0,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-11042,-1581,1,0,0,0,High skill tech staff,3.0
5053628,-2,0,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21847,365243,1,0,1,0,,2.0
5116525,-10,X,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14133,-185,1,0,1,0,Sales staff,3.0
5118127,-7,X,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11044,-2531,1,0,0,0,,2.0
5008861,-2,0,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15761,-3173,1,0,0,0,Laborers,4.0
5089361,-8,X,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11687,-978,1,1,0,0,Accountants,1.0
5067351,-18,0,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14432,-4493,1,1,0,1,,2.0
5053386,-15,C,M,Y,Y,2,247500.0,Working,Incomplete higher,Married,House / apartment,-13102,-962,1,0,0,0,Drivers,4.0
5023321,-15,X,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13512,-4861,1,0,0,0,Laborers,2.0
5105390,-47,0,F,N,Y,0,39600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22220,365243,1,0,0,0,,2.0
5096843,-31,0,F,N,Y,0,94500.0,Pensioner,Higher education,Single / not married,House / apartment,-22481,365243,1,0,0,0,,1.0
5029226,-37,0,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21406,365243,1,0,1,0,,2.0
5136953,-16,0,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20551,-2057,1,1,1,0,,2.0
5067189,-2,0,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11432,-820,1,1,0,0,Core staff,2.0
5054543,-57,0,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0
5023644,-19,C,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0
5051261,-37,X,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17935,-4245,1,0,0,0,Sales staff,2.0
5126051,-33,C,F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,-13876,-5370,1,1,0,0,High skill tech staff,3.0
5050590,-5,X,F,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-12662,-1382,1,1,0,0,Medicine staff,2.0
5021420,-14,C,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0
5150058,-1,C,F,N,Y,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,-17115,-229,1,0,1,0,Core staff,2.0
5023469,-26,C,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012,365243,1,0,0,0,,1.0
5023309,-34,C,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3.0
5028389,-48,0,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-11344,-3309,1,0,0,0,Core staff,1.0
5028895,-24,0,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,1.0
5054594,-27,0,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,1,0,0,0,,2.0
5038546,-10,0,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9479,-1143,1,0,0,0,Laborers,2.0
5053644,-12,C,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-20354,-1823,1,0,1,0,Managers,2.0
5116164,-37,0,F,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23390,365243,1,0,0,0,,2.0
5028894,-12,0,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,1.0
5113661,-1,0,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23758,365243,1,0,0,0,,2.0
5096065,-34,C,F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,-14321,-7068,1,0,0,0,Medicine staff,4.0
5092108,-27,X,F,N,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16767,-9270,1,0,0,0,Medicine staff,2.0
5067129,-12,C,M,N,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19365,-243,1,0,0,1,Laborers,2.0
5092165,-5,0,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20282,365243,1,0,1,0,,1.0
5052908,-19,0,F,N,Y,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,1,0,0,0,,2.0
5068896,-24,0,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-20113,-1754,1,1,0,0,Laborers,2.0
5052883,-22,C,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,1,0,0,0,Drivers,2.0
5055999,-1,C,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14655,-239,1,1,0,0,Core staff,2.0
5126537,-22,0,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10238,-3453,1,0,0,0,Laborers,2.0
5095294,-17,C,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-12322,-3717,1,0,0,0,Core staff,2.0
5023673,-5,0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
5135466,-16,C,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19881,-7718,1,0,0,0,Secretaries,2.0
5097060,-45,C,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19457,-2407,1,0,0,0,Laborers,4.0
5092283,-13,0,F,N,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22933,365243,1,0,0,0,,2.0
5095560,-48,0,F,N,N,1,540000.0,Working,Secondary / secondary special,Separated,House / apartment,-16409,-2045,1,1,0,0,Managers,2.0
5105504,-10,X,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-10669,-1495,1,0,0,0,,2.0
5046273,-17,0,M,Y,Y,1,58500.0,Working,Secondary / secondary special,Married,House / apartment,-13791,-2818,1,1,1,0,Drivers,3.0
5089709,-5,C,M,N,N,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,-11873,-3504,1,0,0,0,Laborers,1.0
5048342,-38,0,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-19657,-1710,1,0,0,0,Sales staff,2.0
5142918,-3,C,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,1,0,Sales staff,3.0
5069195,-17,X,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16024,-171,1,0,0,0,Laborers,2.0
5053651,-40,0,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-20354,-1823,1,0,1,0,Managers,2.0
5022039,-9,C,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10049,-1405,1,0,0,1,Sales staff,2.0
5117401,-4,0,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9579,-1953,1,0,0,0,Laborers,1.0
5116040,-21,0,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-16263,-314,1,0,1,0,High skill tech staff,2.0
5023146,-12,0,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21135,365243,1,0,0,0,,1.0
5028986,-25,C,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,-19063,-2213,1,1,1,1,Laborers,1.0
5150168,-9,C,F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21100,365243,1,0,0,0,,2.0
